,us_real_gdp,us_gdp_yoy_growth,us_bond_yield_10y,us_bond_yield_1y,us_term_spread,us_reer,us_reer_log_ret,us_oil_price,us_oil_log_ret,us_credit,us_credit_mom_growth,us_credit_yoy_growth,us_industrial_production,us_vix,us_vix_log_ret,us_sp500_close,us_sp500_log_ret,us_house_price_idx,us_cpi,us_unemployment,us_consumer_confidence,us_delinquency_rate,us_delinquency_rate_raw,delinquency_spline,covid_dummy,us_house_price_yoy,us_indprod_yoy,us_oil_yoy,us_reer_interp,us_reer_diff,us_bond_yield_10y_d1,us_house_price_yoy_L7,us_unemployment_L0,us_consumer_confidence_L4,us_credit_mom_growth_L18,us_gdp_yoy_growth_L4,us_cpi_L0,us_indprod_yoy_L6,us_sp500_log_ret_L12,us_bond_yield_10y_d1_L5,us_reer_diff_L0,us_oil_yoy_L5,us_vix_log_ret_L12
1990-11-30,10034.484176651642,1.0948939781647793,8.39,7.31,1.080000000000001,,,29.08,-0.1941155572749765,7440.412041560146,0.3548511162702272,6.024084591436951,61.7887,22.16,-0.3042409650168509,322.2200012207031,0.0582068444450338,74.70407129562038,6.195393169181873,6.2,97.24376,,,,0,,,,88.66,0.0,-0.33000000000000007,,6.2,98.90424,,2.192549028893165,6.195393169181873,,,-0.27999999999999936,0.0,,
1990-12-31,9998.704,0.6030627340393391,8.08,6.82,1.2599999999999998,,,28.48,-0.0208485661215435,7458.077,0.237419088367452,5.549709040752981,61.3352,26.38,0.1743172854100855,330.2200012207031,0.0245245568490667,74.4160516992853,6.254948535233562,6.3,97.12974,,,,0,,,,88.66,0.0,-0.3100000000000005,,6.3,98.42941,,1.9650341816922268,6.254948535233562,,,-0.009999999999999787,0.0,,
1991-01-31,9969.337113593492,-0.0239974851755642,8.09,6.51,1.58,,,21.9,-0.26271544972132,7462.203100311043,0.0553239167555341,4.932362091623488,61.1355,20.91,-0.2323786338486263,343.92999267578125,0.0406790242987477,74.38772018462863,5.647058823529405,6.4,97.1896,,,,0,-4.422311914847432,-0.961460577686335,-3.4817100044072347,88.66,0.0,0.009999999999999787,,6.4,97.94892,,1.7273622503686914,5.647058823529405,,-0.0712997011178852,0.27999999999999936,0.0,,
1991-02-28,9953.263752115428,-0.5666016485289971,7.85,6.41,1.4399999999999995,,,19.28,-0.1274183476400555,7461.870085667329,-0.0044626853388796,4.35654592940673,60.6838,21.23,0.0151877622746225,367.0700073242188,0.0651144585157762,74.48843789197814,5.312500000000009,6.6,97.40639,,,,0,-3.93661879893743,-2.577958439290029,-10.533642691415313,88.66,0.0,-0.2400000000000002,,6.6,97.5319,,1.4454540526176451,5.312500000000009,,0.0085027913544831,0.14000000000000057,0.0,,-0.1425853250023554
1991-03-31,9951.916,-0.9501973946258402,8.11,6.28,1.8299999999999992,,,19.63,0.01799071910597,7468.526,0.0891990111896445,3.843120613604545,60.3346,16.88,-0.2292857865473538,375.2200012207031,0.021959938353918,74.5810986520791,4.821150855365497,6.8,97.72814,5.26,5.26,5.26,0,-3.397845706020186,-3.61869587651098,-3.4906588003933203,88.66,0.0,0.2599999999999998,,6.8,97.24376,,1.0948939781647793,4.821150855365497,,0.0239655057797279,-0.16999999999999993,0.0,,-0.1084474845321457
1991-04-30,9969.470523948878,-0.9796545588626748,8.04,6.06,1.9799999999999995,,,20.99,0.0669871255441718,7489.489136311637,0.2806863939636361,3.563529134575627,60.4938,18.24,0.0774874954783743,375.3399963378906,0.000319748237583,74.532568125381,4.809930178432875,6.7,98.09436,5.407048927294513,5.407048927294513,5.407048927294513,0,-3.1049712736014756,-3.1105501802648705,13.459459459459456,88.66,0.0,-0.07000000000000028,,6.7,97.12974,,0.6030627340393391,4.809930178432875,,-0.0272552123830893,-0.33000000000000007,0.0,,-0.0107007390495775
1991-05-31,9999.313612727638,-0.7789431435787142,8.07,6.16,1.91,,,21.16,0.0080664731575569,7517.483235023717,0.3737784807825495,3.3978551859818795,61.0633,15.93,-0.1354128607242281,389.8299865722656,0.0378784401054396,74.37304213750939,5.034856700232382,6.9,98.4621,5.474656262827367,5.474656262827367,5.474656262827367,0,-2.9955948615166372,-2.494978108064083,21.121923297080713,88.66,0.0,0.030000000000001137,,6.9,97.1896,,-0.0239974851755642,5.034856700232382,,0.0880009787379116,-0.3100000000000005,0.0,,-0.1166950007319327
1991-06-30,10029.51,-0.5389307958117096,8.28,6.32,1.959999999999999,,,20.56,-0.0287651664031343,7538.276,0.2765921030513318,3.2129714430378487,61.5581,19.55,0.2047711625094177,371.1600036621094,-0.0490774658601491,74.1845969590247,4.695919938414161,6.9,98.79828,5.48,5.48,5.48,0,-2.96205259239829,-2.037136646180182,20.586510263929615,88.66,0.0,0.20999999999999908,,6.9,97.40639,,-0.5666016485289971,4.695919938414161,,-0.0089260849102096,0.009999999999999787,0.0,-3.4817100044072347,-0.1139045563278126
1991-07-31,10053.652183357271,-0.3813806446873347,8.27,6.19,2.079999999999999,,,21.7,0.0539648199594495,7544.308384223331,0.0800233929260541,2.8900863104460277,61.7305,15.18,-0.252996514463891,387.80999755859375,0.043882276316961,74.01712239606667,4.367816091954024,6.8,99.05591,5.445938727488008,5.445938727488008,5.445938727488008,0,-2.8909472347701026,-1.5908264836979713,5.493437044239169,88.66,0.0,-0.009999999999999787,,6.8,97.72814,0.6439778623346548,-0.9501973946258402,4.367816091954024,-0.961460577686335,-0.0052368467888153,-0.2400000000000002,0.0,-10.533642691415313,0.3089068379350282
1991-08-31,10070.13901403456,-0.2658178313775239,7.9,5.72,2.1800000000000006,,,22.28,0.0263771545126694,7541.554967820462,-0.0364966046275005,2.489241585624402,61.7298,14.46,-0.0485925552368651,395.4299926757813,0.0194582392017222,73.89107689270891,3.7993920972644313,6.9,99.19616,5.394516647221419,5.394516647221419,5.394516647221419,0,-2.709801324346839,-1.934469200524247,-18.834244080145712,88.66,0.0,-0.3699999999999992,-4.422311914847432,6.9,98.09436,0.5472904032913339,-0.9796545588626748,3.7993920972644313,-2.577958439290029,-0.0990628154127713,0.2599999999999998,0.0,-3.4906588003933203,0.3481116185364115
1991-09-30,10080.195,-0.1028088703421969,7.65,5.42,2.2300000000000004,,,22.25,-0.001347406446834,7540.773,-0.0103687876545133,2.117170284728753,62.2195,15.85,0.0917832835926708,387.8599853515625,-0.0193293498695595,73.8102516891055,3.396226415094339,6.9,99.2256,5.35,5.35,5.35,0,-2.3681279020095203,-1.1640559598299127,-43.713635213761705,88.66,0.0,-0.25,-3.93661879893743,6.9,98.4621,0.5840640374625172,-0.7789431435787142,3.396226415094339,-3.61869587651098,-0.0525407104627689,-0.07000000000000028,0.0,13.459459459459456,-0.0267767226391089
1991-10-31,10086.93292865899,0.1949628053612873,7.53,5.1,2.4300000000000006,,,23.29,0.0456820752840002,7549.705805560761,0.1184600777766498,1.8289844509502773,62.1855,15.48,-0.0236206321617085,392.4500122070313,0.0117647596767394,73.77423310345395,2.8485757121439192,7.0,99.17684,5.326269527479044,5.326269527479044,5.326269527479044,0,-1.8156787241204064,-0.6375380485583504,-34.04134806003965,88.66,0.0,-0.1200000000000001,-3.397845706020186,7.0,98.79828,0.5514151501311737,-0.5389307958117096,2.8485757121439192,-3.1105501802648705,-0.0067207460051146,0.030000000000001137,0.0,21.121923297080713,0.031448069138402
1991-11-30,10096.00534483202,0.6130974656726851,7.42,4.69,2.7299999999999995,,,21.48,-0.0809018142555856,7564.827406216737,0.2002939060862241,1.672156917676615,62.0871,20.26,0.2690996306589562,375.2200012207031,-0.0448966478087365,73.80206626206744,3.0665669409125185,7.0,99.10411,5.319915581422258,5.319915581422258,5.319915581422258,0,-1.2074375839350227,0.4829362003084814,-26.134800550206315,88.66,0.0,-0.11000000000000032,-3.1049712736014756,7.0,99.05591,0.534606963987283,-0.3813806446873347,3.0665669409125185,-2.494978108064083,0.0582068444450338,0.20999999999999908,0.0,20.586510263929615,-0.3042409650168509
1991-12-31,10115.329,1.1664011655910578,7.09,4.12,2.97,,,19.15,-0.1148195540140089,7581.419,0.2193254768724672,1.653804325163177,61.7852,19.31,-0.0480254023801143,417.0899963378906,0.1057894932006552,73.9161140092293,2.980625931445613,7.3,99.07094,5.32,5.32,5.32,0,-0.6718143177983249,0.7336733229858172,-32.759831460674164,88.66,0.0,-0.33000000000000007,-2.9955948615166372,7.3,99.19616,0.4562159567053969,-0.2658178313775239,2.980625931445613,-2.037136646180182,0.0245245568490667,-0.009999999999999787,0.0,5.493437044239169,0.1743172854100855
1992-01-31,10149.628607313947,1.808460198167272,7.03,4.23,2.8,,,18.93,-0.0115547504054235,7594.554201172032,0.1732551804884075,1.7736196547031955,61.4616,17.4,-0.1041528902199397,408.7799987792969,-0.0201249060419983,74.11370236702054,2.672605790645899,7.3,99.12175,5.3166587003138215,5.3166587003138215,5.3166587003138215,0,-0.36836431729322383,0.5334053046102349,-13.561643835616433,88.66,0.0,-0.05999999999999961,-2.96205259239829,7.3,99.2256,0.3940901099615201,-0.1028088703421969,2.672605790645899,-1.5908264836979713,0.0406790242987477,-0.3699999999999992,0.0,-18.834244080145712,-0.2323786338486263
1992-02-29,10190.6049876354,2.3845568793404937,7.34,4.35,2.99,,,18.69,-0.0127593437537599,7604.597538443797,0.1322439343472536,1.912757139133503,61.8955,16.68,-0.0422598092898826,412.7000122070313,0.0095438553095764,74.28705796683793,2.818991097922829,7.4,99.24782,5.303075682354877,5.303075682354877,5.303075682354877,0,-0.27035058169999626,1.996743776757559,-3.0601659751037347,88.66,0.0,0.3099999999999996,-2.8909472347701026,7.4,99.17684,0.3544697289193044,0.1949628053612873,2.818991097922829,-1.934469200524247,0.0651144585157762,-0.25,0.0,-43.713635213761705,0.0151877622746225
1992-03-31,10236.435,2.858936912248855,7.54,4.54,3.0,,,19.49,0.0419128920519977,7615.218,0.139658430344447,1.9641358950882597,62.4232,16.18,-0.0304344853002551,403.6900024414063,-0.0220737036066378,74.343754939348,3.189910979228472,7.4,99.41719,5.27,5.27,5.27,0,-0.31823574205886995,3.4616952793256273,-0.713194090677538,88.66,0.0,0.20000000000000018,-2.709801324346839,7.4,99.10411,0.3539506706454309,0.6130974656726851,3.189910979228472,-1.1640559598299127,0.021959938353918,-0.1200000000000001,0.0,-34.04134806003965,-0.2292857865473538
1992-04-30,10276.88352625188,3.083543921059073,7.48,4.4,3.08,,,20.88,0.0688902494949685,7627.175574070716,0.1570220848663206,1.838395586843533,62.897,15.53,-0.0410022744697499,414.9500122070313,0.0275107977321741,74.20050585331028,3.182827535159149,7.4,99.57055,5.216530119306908,5.216530119306908,5.216530119306908,0,-0.4455264060029718,3.972638518327498,-0.5240590757503494,88.66,0.0,-0.05999999999999961,-2.3681279020095203,7.4,99.07094,0.4018049628278231,1.1664011655910578,3.182827535159149,-0.6375380485583504,0.000319748237583,-0.11000000000000032,0.0,-26.134800550206315,0.0774874954783743
1992-05-31,10314.309751062594,3.1501776075311128,7.39,4.24,3.1499999999999995,,,22.13,0.0581423910485202,7641.324841054985,0.1855112268868142,1.6473812067088422,63.104,13.86,-0.1137666433988385,415.3500061035156,0.0009634925174197,73.95046635310109,3.023598820059004,7.6,99.66761,5.152740591247419,5.152740591247419,5.152740591247419,0,-0.568184078885714,3.341941886534139,4.584120982986772,88.66,0.0,-0.09000000000000075,-1.8156787241204064,7.6,99.12175,0.3548511162702272,1.808460198167272,3.023598820059004,0.4829362003084814,0.0378784401054396,-0.33000000000000007,0.0,-32.759831460674164,-0.1354128607242281
1992-06-30,10347.429,3.169835814511379,7.26,4.05,3.21,,,21.84,-0.0131910031862539,7656.355,0.1966957204104336,1.566392634071767,63.1363,13.35,-0.0374906089154986,408.1400146484375,-0.0175112642882969,73.7520437426397,3.0147058823529305,7.8,99.69656,5.1,5.1,5.1,0,-0.5830768570784572,2.563756841098086,6.22568093385214,88.66,0.0,-0.1299999999999999,-1.2074375839350227,7.8,99.24782,0.237419088367452,2.3845568793404937,3.0147058823529305,0.7336733229858172,-0.0490774658601491,-0.05999999999999961,0.0,-13.561643835616433,0.2047711625094177
1992-07-31,10379.937148849463,3.2454371758784406,6.84,3.62,3.22,,,21.83,-0.0004579803148518,7673.042319031609,0.2179538309235784,1.7063715883816055,63.7176,13.17,-0.0135748690910688,424.2099914550781,0.0386183068038767,73.70249267009382,3.1571218795888534,7.7,99.68549,5.065496790592666,5.065496790592666,5.065496790592666,0,-0.4250769494783424,3.218992232364881,0.5990783410138256,88.66,0.0,-0.41999999999999993,-0.6718143177983249,7.7,99.41719,0.0553239167555341,2.858936912248855,3.1571218795888534,0.5334053046102349,0.043882276316961,0.3099999999999996,0.0,-3.0601659751037347,-0.252996514463891
1992-08-31,10413.43438448867,3.409043012968005,6.59,3.47,3.12,,,21.46,-0.0170944333592999,7691.429018672839,0.2396272414088684,1.987309666134962,63.3613,13.58,0.0306566063753603,414.0299987792969,-0.0242901634758197,73.77191699472448,3.074670571010252,7.6,99.67506,5.033158071661901,5.033158071661901,5.033158071661901,0,-0.1612642594957081,2.6429698460063156,-3.6804308797127483,88.66,0.0,-0.25,-0.36836431729322383,7.6,99.57055,-0.0044626853388796,3.083543921059073,3.074670571010252,1.996743776757559,0.0194582392017222,0.20000000000000018,0.0,-0.713194090677538,-0.0485925552368651
1992-09-30,10449.673,3.6653854414522735,6.42,3.06,3.36,,,21.83,0.0170944333593,7711.512,0.2611085830526827,2.2642108441667697,63.5703,14.28,0.0502618347808883,417.7999877929688,0.0090643878853475,73.8806159211078,2.9927007299270114,7.6,99.70819,4.98,4.98,4.98,0,0.0953312451753785,2.1710235537090616,-1.8876404494382104,88.66,0.0,-0.16999999999999993,-0.27035058169999626,7.6,99.66761,0.0891990111896445,3.1501776075311128,2.9927007299270114,3.4616952793256273,-0.0193293498695595,-0.05999999999999961,0.0,-0.5240590757503494,0.0917832835926708
1992-10-31,10491.941836940172,4.015183913144416,6.59,3.54,3.05,,,20.68,-0.054118120921624,7734.553303644117,0.2987909977202552,2.4484066378746228,63.9995,16.15,0.1230600927572272,418.6799926757813,0.0021040675880256,73.96968030247528,3.279883381924198,7.3,99.80878,4.887365446234985,4.887365446234985,4.887365446234985,0,0.26492610061734645,2.917078740220802,-11.206526406182904,88.66,0.0,0.16999999999999993,-0.31823574205886995,7.3,99.69656,0.2806863939636361,3.169835814511379,3.279883381924198,3.972638518327498,0.0117647596767394,-0.09000000000000075,0.0,4.584120982986772,-0.0236206321617085
1992-11-30,10530.5118419667,4.303746702720357,6.87,3.83,3.04,,,19.91,-0.0379449315641234,7756.121406206656,0.2788538874297641,2.528729205807312,64.2422,13.01,-0.2162017571442515,431.3500061035156,0.0298129521792992,73.99985992866095,3.12046444121914,7.4,99.95447,4.782565932838264,4.782565932838264,4.782565932838264,0,0.26800559470945284,3.4710914183461616,-7.3091247672253274,88.66,0.0,0.28000000000000025,-0.4455264060029718,7.4,99.68549,0.3737784807825495,3.2454371758784406,3.12046444121914,3.341941886534139,-0.0448966478087365,-0.1299999999999999,0.0,6.22568093385214,0.2690996306589562
1992-12-31,10558.648,4.382645388993267,6.77,3.61,3.16,,,19.49,-0.0213206045566355,7773.848,0.2285497204718822,2.538166008236709,64.3507,12.57,-0.0344052699222578,435.7099914550781,0.0100570251483202,73.9457425765761,2.966714905933454,7.4,100.0851,4.69,4.69,4.69,0,0.040084043572807815,4.152288897664813,1.7754569190600478,88.66,0.0,-0.10000000000000053,-0.568184078885714,7.4,99.67506,0.2765921030513318,3.409043012968005,2.966714905933454,2.563756841098086,0.1057894932006552,-0.41999999999999993,0.0,0.5990783410138256,-0.0480254023801143
1993-01-31,10569.148573357485,4.133352876983332,6.6,3.39,3.2099999999999995,,,20.27,0.0392404469444392,7785.092871253259,0.1446500015598317,2.508885512355974,64.5978,12.42,-0.0120049460968233,438.7799987792969,0.0070212809081691,73.79737463611548,3.2537960954446943,7.3,100.1486,4.636798690561864,4.636798690561864,4.636798690561864,0,-0.42681409888087884,5.1026982701394274,7.078711040676167,88.66,0.0,-0.16999999999999993,-0.5830768570784572,7.3,99.70819,0.0800233929260541,3.6653854414522735,3.2537960954446943,3.218992232364881,-0.0201249060419983,-0.25,0.0,-3.6804308797127483,-0.1041528902199397
1993-02-28,10570.951468672469,3.732324837421874,6.26,3.32,2.94,,,20.53,0.0127452705669336,7794.779149639735,0.1244208456683049,2.500876742450941,64.9089,13.16,0.0578738493918384,443.3800048828125,0.0104290554496347,73.64288301559681,3.2467532467532534,7.1,100.1317,4.614205723019461,4.614205723019461,4.614205723019461,0,-0.8671429033152545,4.8685284067500945,9.844836811128953,88.66,0.0,-0.33999999999999986,-0.4250769494783424,7.1,99.80878,-0.0364966046275005,4.015183913144416,3.2467532467532534,2.6429698460063156,0.0095438553095764,-0.16999999999999993,0.0,-1.8876404494382104,-0.0422598092898826
1993-03-31,10576.275,3.319905807050993,5.98,3.32,2.6600000000000006,,,20.44,-0.0043934656953385,7812.554,0.2280353300463611,2.5913375034043677,64.8522,12.53,-0.0490561569891943,451.6700134277344,0.0185246532428304,73.5355172054693,3.0194104960460155,7.0,100.0406,4.6,4.6,4.6,0,-1.0871629157527596,3.8911814838072933,4.874294510005139,88.66,0.0,-0.27999999999999936,-0.1612642594957081,7.0,99.95447,-0.0103687876545133,4.303746702720357,3.0194104960460155,2.1710235537090616,-0.0220737036066378,0.16999999999999993,0.0,-11.206526406182904,-0.0304344853002551
1993-04-30,10593.09673373344,3.076936764670024,5.97,3.26,2.71,,,20.54,0.0048804391649083,7842.001967447717,0.3769313779810934,2.8165916896855325,65.0301,12.42,-0.0088176924026441,440.1900024414063,-0.0257453969876002,73.55604356073185,3.1563845050215145,7.1,99.90675,4.580297456314167,4.580297456314167,4.580297456314167,0,-0.868541642899967,3.3914177146763924,-1.6283524904214586,88.66,0.0,-0.010000000000000675,0.0953312451753785,7.1,100.0851,0.1184600777766498,4.382645388993267,3.1563845050215145,2.917078740220802,0.0275107977321741,0.28000000000000025,0.0,-7.3091247672253274,-0.0410022744697499
1993-05-31,10617.067027730109,2.9353130163298102,6.04,3.62,2.42,,,20.04,-0.0246439282837481,7880.808395730365,0.4948535902405293,3.134058028637821,64.784,13.47,0.08115691391694,450.1900024414063,0.0224632638651839,73.66505583549755,3.2211882605583497,7.1,99.75121,4.537697316679555,4.537697316679555,4.537697316679555,0,-0.38594823221363983,2.6622718052738525,-9.444193402620883,88.66,0.0,0.07000000000000028,0.26492610061734645,7.1,100.1486,0.2002939060862241,4.133352876983332,3.2211882605583497,3.4710914183461616,0.0009634925174197,-0.10000000000000053,0.0,1.7754569190600478,-0.1137666433988385
1993-06-30,10637.847,2.806668207145946,5.96,3.45,2.51,,,18.82,-0.0628101420594304,7919.946,0.4966191576341039,3.4427740093033954,64.9301,11.26,-0.1792083677107283,450.5299987792969,0.0007549434975973,73.7903750223239,2.9978586723768963,7.0,99.6206,4.46,4.46,4.46,0,0.05197317625251774,2.8411547715022856,-13.827838827838823,88.66,0.0,-0.08000000000000007,0.26800559470945284,7.0,100.1317,0.2193254768724672,3.732324837421874,2.9978586723768963,4.152288897664813,-0.0175112642882969,-0.16999999999999993,0.0,7.078711040676167,-0.0374906089154986
1993-07-31,10651.176529523518,2.6131119753853183,5.81,3.53,2.28,,,17.94,-0.0478872775265834,7956.956757738964,0.4673107334187021,3.700154735275696,65.1052,11.73,0.0408930399538398,448.1300048828125,-0.0053412850077939,73.88732590327325,2.8469750889679624,6.9,99.54953,4.335442698732972,4.335442698732972,4.335442698732972,0,0.25078287922606357,2.1777342523886745,-17.819514429683913,88.66,0.0,-0.15000000000000036,0.040084043572807815,6.9,100.0406,0.1732551804884075,3.319905807050993,2.8469750889679624,5.1026982701394274,0.0386183068038767,-0.33999999999999986,0.0,9.844836811128953,-0.0135748690910688
1993-08-31,10664.53491385505,2.4113133102409146,5.68,3.38,2.3,,,18.24,0.016584128015535,7992.264177358451,0.4437301935208637,3.9113038416562103,65.0267,11.85,0.010178204915756,463.55999755859375,0.0338524414108163,73.95691541004152,2.840909090909083,6.8,99.56362,4.195034498936591,4.195034498936591,4.195034498936591,0,0.25077078494553096,2.628418293185275,-15.004659832246048,88.66,0.0,-0.1299999999999999,-0.42681409888087884,6.8,99.90675,0.1322439343472536,3.076936764670024,2.840909090909083,4.8685284067500945,-0.0242901634758197,-0.27999999999999936,0.0,4.874294510005139,0.0306566063753603
1993-09-30,10688.606,2.286511740606612,5.36,3.39,1.97,,,18.72,0.0259754864032607,8028.094,0.4483062852583375,4.105316830214356,65.3717,12.99,0.091851963101368,458.9299926757813,-0.0100381441750981,74.0172720557835,2.763997165131116,6.7,99.66881,4.08,4.08,4.08,0,0.1849688622271639,2.833713227717971,-14.246449839670172,88.66,0.0,-0.3199999999999994,-0.8671429033152545,6.7,99.75121,0.139658430344447,2.9353130163298102,2.763997165131116,3.8911814838072933,0.0090643878853475,-0.010000000000000675,0.0,-1.6283524904214586,0.0502618347808883
1993-10-31,10732.266362747325,2.2905628866623617,5.33,3.47,1.86,,,16.97,-0.098145391803311,8069.058812520059,0.5102682220718746,4.324820008911701,65.8509,11.46,-0.1253171193959145,467.8299865722656,0.0192072763372997,74.08967066177486,2.752293577981657,6.8,99.85522,4.007882513414198,4.007882513414198,4.007882513414198,0,0.16221559807871877,2.892835100274227,-17.94003868471954,88.66,0.0,-0.03000000000000025,-1.0871629157527596,6.8,99.6206,0.1570220848663206,2.806668207145946,2.752293577981657,3.3914177146763924,0.0021040675880256,0.07000000000000028,0.0,-9.444193402620883,0.1230600927572272
1993-11-30,10783.953743431248,2.406738677739484,5.72,3.65,2.07,,,15.36,-0.0996803515266088,8110.289608201609,0.5109740384786177,4.566305546887617,66.1518,13.76,0.1829031212186039,461.7900085449219,-0.0129946925677408,74.17683104076258,2.744546094299793,6.6,100.0919,3.9630416724428814,3.9630416724428814,3.9630416724428814,0,0.23915060416632716,2.972500941748568,-22.85283776996484,88.66,0.0,0.3899999999999997,-0.868541642899967,6.6,99.54953,0.1855112268868142,2.6131119753853183,2.744546094299793,2.6622718052738525,0.0298129521792992,-0.08000000000000007,0.0,-13.827838827838823,-0.2162017571442515
1993-12-31,10833.987,2.6077107599381977,5.77,3.63,2.14,,,14.19,-0.0792292365475748,8151.103,0.5032297706991651,4.852873377508793,66.5436,11.66,-0.1656016515828512,466.4500122070313,0.0100405987830387,74.2899670081485,2.8109627547435068,6.5,100.3539,3.91,3.91,3.91,0,0.4655094662359138,3.407732938414032,-27.193432529502303,88.66,0.0,0.04999999999999982,-0.38594823221363983,6.5,99.56362,0.1966957204104336,2.4113133102409146,2.8109627547435068,2.8411547715022856,0.0100570251483202,-0.15000000000000036,0.0,-17.819514429683913,-0.0344052699222578
