,us_credit_qoq_growth_L2,us_house_price_yoy_L6,us_indprod_yoy_L5,us_unemployment_L1,us_gdp_yoy_growth_L4,us_consumer_confidence_L5,us_cpi_L0,us_log_vix_L5,us_sp500_qoq_growth_L7,us_bond_yield_10y_d1_L6,us_oil_yoy_L2,us_reer_diff_L1,delinquency_rate
2020-03-31,1.1576274420820765,3.6484858605498216,2.5912536810940523,3.6,1.9335587266003704,105.58596666666666,2.118652,3.2355362657613083,2.934638833451486,0.08999999999999986,-26.06615636960087,-1.9899999999999949,1.5
2020-06-30,0.8483620169398742,3.4480017340541735,0.6545559146318158,3.833333,2.242125694698238,101.64082333333333,0.3642956,2.6181254935742233,7.1958510007325005,-0.16999999999999993,35.41528239202658,4.299999999999997,1.55
2020-09-30,2.774449423644021,3.31697304654186,-0.7369328862962377,13.0,2.797216868642849,105.9446,1.222386,2.71336936257981,-13.97160878047653,-0.26000000000000023,-65.92457218807111,-0.6500000000000057,1.59
2020-12-31,1.9672634925600896,3.291107766139878,-1.7374573008364869,8.8,3.3517765241980912,100.92354666666667,1.239488,2.787477334733532,13.066190315637094,-0.5,-32.52577319587628,-2.519999999999996,1.58
2021-03-31,0.6216266133915571,3.435583159158151,-2.2991807373363926,6.766667,1.3585350290757248,104.58173333333333,1.898514,2.6232182655855123,3.7877544143682496,-0.3699999999999999,-25.95673876871881,-4.180000000000007,1.47
2021-06-30,0.9689637498357716,4.014018438735323,-5.315054964389065,6.233333,-7.39861495878491,103.97202666666665,4.848945,3.9804290380922063,1.1890834178392762,0.16000000000000014,-20.9192018318613,1.690000000000012,1.37
2021-09-30,1.2552780830628274,4.598553572821085,-10.586064673581452,5.933333,-1.3646720997737227,79.69156,5.335693,3.4154289639088797,8.534169591429386,-0.9900000000000001,188.59093125304724,0.4299999999999926,1.29
2021-12-31,2.7583546005860216,5.024432006135315,-6.183101854793705,5.066667,-0.9222152417236896,81.41307,6.689106,3.2722270003651954,-20.0010503824639,-0.14,87.21670486376367,1.490000000000009,1.26
2022-03-31,1.403390036354124,6.981218149211066,-3.28150457766595,4.166667,1.8007541764505586,85.86030666666666,7.966707,3.1245651453969594,19.952871969448594,-0.04999999999999993,87.8152309612984,2.339999999999989,1.24
2022-06-30,2.078195660940696,9.790826639810724,1.0038210492383515,3.866667,12.385669309432568,86.32655,8.635612,2.9652730660692823,8.473722059144539,0.25,55.80144777662874,1.4200000000000017,1.22
2022-09-30,1.881321465730501,10.742011162255372,8.958396565691418,3.633333,5.150810995093647,92.06491666666666,8.329475,2.761906873892921,11.688078155199966,0.68,69.84287886467308,4.990000000000009,1.2
2022-12-31,1.7339802219708211,12.8634535091809,3.0124970172007215,3.533333,5.756179192135091,80.44472333333333,7.101672,3.1415627217655304,5.77251809132131,-0.09000000000000008,46.57236126224158,3.8299999999999983,1.19
2023-03-31,1.1994584366362917,13.026439847633252,2.2463731281071153,3.566667,4.034582077886428,75.20846333333333,5.80477,2.8460714989995846,8.170629345361146,-0.1499999999999999,6.235043871310819,-3.8100000000000023,1.21
2023-06-30,0.8767171193095669,10.990739713663134,3.0544104015221674,3.533333,2.4537929303342976,67.92791333333334,3.974292,3.0233474405869645,0.2336251090750529,0.09999999999999987,6.411788132218232,-0.6099999999999994,1.26
2023-09-30,0.6998956736619766,10.868451695333636,1.2217594016755706,3.533333,2.3489732641040373,62.26127333333333,3.51429,3.3572454941329726,10.647379538196212,0.6599999999999999,-24.718989356411015,0.4200000000000017,1.34
2023-12-31,0.5181776219836287,9.101772645539041,2.462018715752601,3.633333,1.3170742821654535,60.360440000000004,3.243401,3.453789831781326,-4.9467290542075215,1.0100000000000002,-34.42835931700075,1.8799999999999955,1.38
