,us_real_gdp,us_gdp_yoy_growth,us_bond_yield_10y,us_bond_yield_1y,us_term_spread,us_reer,us_reer_log_ret,us_oil_price,us_oil_log_ret,us_credit,us_credit_mom_growth,us_credit_yoy_growth,us_industrial_production,us_vix,us_vix_log_ret,us_sp500_close,us_sp500_log_ret,us_house_price_idx,us_cpi,us_unemployment,us_consumer_confidence,us_delinquency_rate
1996-01-31,11548.144421130713,2.1581195926116292,5.65,4.9,0.75,86.79,0.004966802009546831,17.76,-0.09551490905061259,9323.583157351457,0.46997088731384196,6.697058788468069,72.6125,12.53,0.0007984032360245593,636.02001953125,0.0320967312736511,75.47621979561363,2.6866030541827928,5.544854406798165,98.64645,3.972085292768352
1996-02-29,11572.642756127585,2.281668652245261,5.81,5.23,0.5799999999999992,86.77,-0.0002304678507552084,19.59,0.09807049439242521,9363.06109474223,0.42342023151953345,6.780017200776478,73.6752,17.04,0.30743775249319283,640.4299926757812,0.006909774215232251,75.56540107623815,2.711477213925248,5.534109262749506,98.77062,3.996875712542324
1996-03-31,11614.418,2.6013098466592277,6.27,5.41,0.8599999999999994,86.82,0.0005760700660492245,21.43,0.08977257752903636,9410.866,0.5105691907170584,6.8488826917445955,73.585,18.88,0.10253963931618496,645.5,0.007885395976348094,75.6313983003169,2.739726,5.533333,98.93958,4.04
1996-04-30,11675.25384873903,3.0875613555518377,6.51,5.62,0.8899999999999997,86.67,-0.0017292067251938176,20.95,-0.022653163117338903,9467.20576609093,0.5986671799484755,6.864089806623852,74.3172,15.83,-0.17619628682443378,654.1699829101562,0.01334202010570647,75.63779829195263,2.7758629792153546,5.539952980736664,99.11787,4.1057868550471825
1996-05-31,11746.789005250337,3.6245376747149782,6.74,5.77,0.9700000000000006,86.78,0.0012683772239511508,19.77,-0.057973009185621184,9530.95393633464,0.6733578187561706,6.8424149984996685,74.8726,16.07,0.015047305856500486,669.1199951171875,0.02259617855050066,75.61582132333356,2.8157657752244876,5.535905431373706,99.28434,4.188834920867867
1996-06-30,11808.14,4.002379484223728,6.91,5.7,1.21,87.08,0.003451055996142088,20.92,0.05654000201419669,9590.932,0.6292975925180855,6.815646091673444,75.4433,13.68,-0.16101926755501686,670.6300048828125,0.0022541674267919786,75.6114040921146,2.847131,5.5,99.41912,4.27
1996-07-31,11851.52240836587,4.1236090605555775,6.87,5.85,1.0200000000000005,87.13,0.0005740198768486252,20.46,-0.022233878673241756,9645.606952508375,0.5700692331920942,6.8027386317060845,75.4549,19.46,0.3524261645634546,639.9500122070312,-0.04682750899291917,75.65560759861842,2.867441687945576,5.4186876821814405,99.51306,4.343289286953445
1996-08-31,11882.809316365734,4.083316386846336,6.64,5.91,0.7299999999999995,86.51,-0.007141242050912407,22.25,0.08387024808876872,9694.57670132874,0.5076896566641675,6.7854720692998916,75.8411,17.01,-0.1345596703500886,651.989990234375,0.01863914203076116,75.72113355012647,2.8928115310914957,5.325752629196289,99.58732,4.406128888655352
1996-09-30,11914.063,4.0501348871777365,6.83,5.71,1.12,86.83,0.0036921698802708544,24.2,0.0840106245503914,9739.846,0.46695487658634516,6.737535373805903,76.3158,16.95,-0.0035335725813112387,687.3300170898438,0.05278534169307636,75.7642213344847,2.943742,5.266667,99.65799,4.46
1996-10-31,11956.23815528403,4.140117888807304,6.53,5.44,1.0899999999999999,87.37,0.006199790237449581,23.25,-0.04004750112927532,9787.010389677902,0.4842416366532154,6.640236988711279,76.3384,18.11,0.06619643806886269,705.27001953125,0.025766184810720273,75.75871169864354,3.0347551619177273,5.266692676905385,99.73016,4.5110930459026175
1996-11-30,12000.058736295654,4.293216952022094,6.2,5.38,0.8200000000000003,86.96,-0.004703731497049317,23.7,0.019169916107720123,9832.348788309611,0.4632507459022106,6.529130912418357,77.0397,17.14,-0.05504935872568816,757.02001953125,0.07080896305654677,75.72542222927214,3.129065415582468,5.3011843688855285,99.81215,4.556701540556643
1996-12-31,12037.775,4.421452442981133,6.3,5.51,0.79,87.47,0.0058476346188096546,25.9,0.08876792056440655,9877.376,0.45794969909860317,6.4375854663323295,77.5333,20.92,0.1992907260270884,740.739990234375,-0.021740025620189604,75.6957701866914,3.190104,5.333333,99.90023,4.6
1997-01-31,12061.5587890555,4.445860297567328,6.58,5.58,1.0,88.21,0.008424457838911987,24.15,-0.06995858860691034,9920.095714979027,0.43250064570818925,6.397889604891138,77.6562,19.47,-0.07183081981261401,786.1599731445312,0.059510626546169565,75.70007290506696,3.178487772327937,5.330209369395537,100.0035,4.6393407202503
1997-02-28,12080.96037692143,4.39240743454814,6.42,5.67,0.75,89.71,0.016861910300516526,20.3,-0.17366349405083997,9959.860037602575,0.4008461588077772,6.373972537629524,78.5833,21.1,0.08039822109791253,790.8200073242188,0.005910091189056064,75.74099424004729,3.1016253150012685,5.296811114607401,100.1301,4.670757540355611
1997-03-31,12115.472,4.314068944306992,6.69,6.02,0.6700000000000008,90.57,0.009540786815664906,20.35,0.002460025840862399,10009.716,0.5005689056793772,6.363388874095111,79.082,22.14,0.04811288679847007,757.1199951171875,-0.04354863618214284,75.831180940237,2.946237,5.233333,100.2667,4.7
1997-04-30,12172.287618578357,4.2571560008779485,6.89,5.9,0.9899999999999993,90.78,0.0023159646414624454,20.2,-0.007398307481445036,10067.18430676926,0.5741252476020309,6.337440587034648,79.1747,20.06,-0.09865814474670138,801.3400268554688,0.05676360503236183,75.9620768323973,2.737528593723251,5.154075568792051,100.4086,4.721343823795463
1997-05-31,12245.802754211736,4.248086423773856,6.71,5.78,0.9299999999999997,89.47,-0.014535623468814905,21.0,0.03883983331626396,10135.048239117623,0.6741103597629472,6.338235467490905,79.6133,19.19,-0.0443384725141808,848.280029296875,0.05692544457452352,76.11914474983908,2.512160441255591,5.069081551033622,100.5508,4.732825909424066
1997-06-30,12317.221,4.31127171595187,6.49,5.67,0.8200000000000003,89.16,-0.0034708650418364896,19.82,-0.057830908821581,10206.773,0.7076903749263286,6.421075657714992,79.9792,21.53,0.11505800135666312,885.1400146484375,0.04253503662890388,76.2645711104951,2.342419,5.0,100.6872,4.73
1997-07-31,12379.60654456009,4.455833757032357,6.22,5.45,0.7699999999999996,90.11,0.01059863772927789,20.19,0.018495903422904206,10284.739534774282,0.7638705668704837,6.6261520442702615,80.6624,21.48,-0.0023250417356077235,954.3099975585938,0.07524272255849243,76.38790839353442,2.257764351578011,4.952649245386732,100.8067,4.712722764545335
1997-08-31,12430.343036708384,4.607780077633272,6.3,5.59,0.71,91.65,0.01694582803876821,19.66,-0.026601317605725653,10363.593509250308,0.7667085219748015,6.900938829334047,81.4694,24.76,0.14210717817573137,899.469970703125,-0.05918289529406516,76.49820514407546,2.2292237603503477,4.91467571041289,100.8927,4.696434972806826
1997-09-30,12471.01,4.674702492340366,6.21,5.47,0.7400000000000002,91.79,0.0015263849452855712,21.13,0.07210771690894474,10437.733,0.7153840092581465,7.165277561883432,82.2156,22.91,-0.07765595135099126,947.280029296875,0.05178908254907495,76.6141314803323,2.202923,4.866667,100.9501,4.7
1997-10-31,12507.309738629669,4.609071651036767,6.03,5.36,0.6699999999999999,92.26,0.005107318898674851,21.1,-0.0014207911459444389,10509.812745867755,0.690568975732142,7.3853232745330955,82.9446,35.09,0.42634269312971973,914.6199951171875,-0.03508607782077327,76.76373254529098,2.133702142436106,4.793062445494527,100.9803,4.734734117490405
1997-11-30,12540.672693603094,4.50509425984964,5.88,5.52,0.3600000000000003,93.78,0.016340935531765664,19.13,-0.09801525702985944,10576.07936970417,0.630521451131183,7.564119188680873,83.5978,27.43,-0.24627888464561198,955.4000244140625,0.04362145338032799,76.94932435740841,2.0233784130266788,4.718458858797677,100.9777,4.779489589943635
1997-12-31,12577.495,4.483552816031211,5.81,5.51,0.2999999999999998,96.76,0.03128207208038633,17.65,-0.0805220000728558,10642.672,0.6296532766819851,7.747968691279961,83.9538,24.01,-0.13316689471634993,970.4299926757812,0.015609138181524677,77.1938817020323,1.871714,4.666667,100.9416,4.81
1998-01-31,12619.569988584559,4.626360566557874,5.54,5.24,0.2999999999999998,99.15,0.02440016922397843,17.21,-0.025245173155857538,10710.151701260107,0.6340484913949007,7.964197211203539,84.3218,21.47,-0.11181379834247233,980.280029296875,0.010099010336863458,77.49665161842415,1.6963798453189416,4.657555019973489,100.8896,4.805384802235268
1998-02-28,12659.979643108893,4.792824809636631,5.57,5.41,0.16000000000000014,97.65,-0.015244197643117081,15.44,-0.108529065626818,10777.677628157842,0.6304852515748305,8.21113537206013,84.4583,18.55,-0.1461868228372455,1049.3399658203125,0.06807836648858762,77.80357171721207,1.5542280650074143,4.659837519471671,100.8223,4.783125308076039
1998-03-31,12703.742,4.855526883310857,5.65,5.41,0.2400000000000002,97.24,-0.004207507874765487,15.75,0.019878820675012027,10867.157,0.8302286905333078,8.566087189686499,84.488,24.22,0.266708949071502,1101.75,0.048738462205499475,78.1561420030997,1.462294,4.633333,100.7212,4.76
1998-04-30,12742.655485876952,4.685790257108713,5.64,5.4,0.23999999999999932,97.07,-0.0017497817237877064,15.56,-0.012136846521396459,10972.184661258907,0.9664686105014253,8.989607490161045,84.7779,21.18,-0.1341213979516858,1111.75,0.009035525668709443,78.48856227180075,1.4690346232183196,4.553878696541657,100.5833,4.754752378563667
1998-05-31,12781.569422645345,4.375104508761929,5.65,5.42,0.23000000000000043,97.77,0.007185413793445059,15.21,-0.022750412479044087,11088.12842147251,1.0567062421304563,9.403805091685125,85.3367,21.32,0.00658825912438347,1090.8199462890625,-0.01900569265965794,78.81049437635187,1.5355480887880182,4.455875760024344,100.4099,4.759321034722315
1998-06-30,12821.339,4.09279008633523,5.5,5.38,0.1200000000000001,99.91,0.021651999227347268,14.3,-0.0616935690053399,11192.516,0.9414355115633377,9.657734133991225,84.8248,19.71,-0.07851947813301492,1133.8399658203125,0.03868041398243032,79.0918044189641,1.602164,4.4,100.2125,4.76
1998-07-31,12867.817903699635,3.9436742790026402,5.46,5.38,0.08000000000000007,100.35,0.0043942944974198345,14.27,-0.0021001057771166207,11281.510653690755,0.7951264370831046,9.691748785141673,84.4986,24.8,0.2297175320063076,1120.6700439453125,-0.01168331178413525,79.34926641026152,1.6287330154337996,4.420378409145787,100.0221,4.747383128873646
1998-08-31,12921.778716424427,3.953516634776455,5.34,4.95,0.3899999999999997,102.1,0.01728864992827275,13.29,-0.07114755876359115,11359.655357166865,0.6926794280918802,9.611162836785269,86.248,44.28,0.5796894546694996,957.280029296875,-0.15758607868343158,79.60190064556082,1.6196399301632318,4.4835274983041185,99.86291,4.729710165451167
1998-09-30,12982.752,4.103452727565782,4.81,4.41,0.39999999999999947,100.36,-0.017189003672398295,16.19,0.19738189496438988,11437.292,0.6834418861497715,9.576399396305678,86.2021,40.95,-0.07818129754135769,1017.010009765625,0.06052627819818775,79.876416902589,1.595855,4.533333,99.76708,4.72
1998-10-31,13054.6356985428,4.376048657551657,4.53,4.18,0.35000000000000053,97.37,-0.030245566507556686,14.48,-0.11162538073197349,11529.031629398492,0.8021097074245587,9.697783473178179,86.7914,28.05,-0.3783631783303731,1098.6700439453125,0.0772334378916789,80.2161403199799,1.5724798633834045,4.5326385962368345,99.76907,4.725625203693421
1998-11-30,13125.736184364074,4.6653278102012585,4.83,4.53,0.2999999999999998,97.06,-0.003188811013594731,11.37,-0.24179007919512574,11625.617384623529,0.8377612129950807,9.923696468521449,86.7256,26.01,-0.07550755250814506,1163.6300048828125,0.05744403620469628,80.58301669775793,1.5561338510432834,4.492258681995127,99.87201,4.736781518962634
1998-12-31,13191.67,4.883126568525764,4.65,4.53,0.1200000000000001,96.15,-0.00941987194228131,12.14,0.0655274778689077,11726.858,0.8708407650709127,10.187159765893373,87.1185,24.42,-0.06307861077800156,1229.22998046875,0.05484350764671907,80.9744605575647,1.548307,4.433333,100.0393,4.74
1999-01-31,13243.210093144984,4.941849089347405,4.72,4.51,0.20999999999999996,96.2,0.0005198856368720565,12.81,0.05372033027729073,11824.032208499488,0.8286465863190928,10.400230905303864,87.4949,26.25,0.07226352035507412,1279.6400146484375,0.04019085861548223,81.35343091213862,1.5549927336519296,4.377532795914803,100.2458,4.724121195419025
1999-02-28,13280.085202744973,4.8981560564642646,5.0,4.88,0.1200000000000001,97.23,0.010649948149904966,12.31,-0.03981417571228078,11907.655146777342,0.7072286069869094,10.48442491606274,88.027,27.88,0.06024359685469027,1238.3299560546875,-0.03281513760025149,81.67211062572129,1.586773143072889,4.335250787502456,100.4559,4.696893445502753
1999-03-31,13315.597,4.816336792733988,5.23,4.72,0.5100000000000007,98.44,0.012367919701289292,16.66,0.3025986965423345,11996.079,0.7425798961484764,10.38838400880746,88.2267,23.26,-0.1811744388018047,1286.3699951171875,0.038060632258911854,81.9868653045711,1.667696,4.3,100.645,4.66
1999-04-30,13349.434830237891,4.7617966681548385,5.18,4.78,0.39999999999999947,98.12,-0.0032560061325664844,18.69,0.11497798472877485,12079.008458892007,0.691304707913365,10.087542561520358,88.4295,25.07,0.07493676507968358,1335.1800537109375,0.03724185997213077,82.24778567994029,1.7999443082993882,4.279066368044976,100.8107,4.6247395043281
1999-05-31,13386.602683012214,4.733638259593698,5.54,4.97,0.5700000000000003,97.87,-0.002551151952560448,16.85,-0.1036379646691007,12168.253288084974,0.7388423436964331,9.741273058497125,88.9886,25.39,0.012683483546385065,1301.8399658203125,-0.025287532336114905,82.4928059794409,1.9631223715109745,4.268786662481168,100.9527,4.595407164925072
1999-06-30,13426.748,4.721885912228041,5.9,5.07,0.8300000000000001,98.43,0.005705568203391886,19.33,0.13730763642186855,12265.22,0.796882753993744,9.584118530632434,88.9188,21.09,-0.18555640122590383,1372.7099609375,0.05300823759008801,82.7323340119465,2.109359,4.266667,101.0605,4.58
1999-07-31,13474.997748003385,4.718592140856903,5.79,5.13,0.6600000000000001,98.75,0.0032457681401113275,20.52,0.05974172708232936,12380.602735070986,0.94073106777528,9.74241938973539,89.4333,24.64,0.1555721441746359,1328.719970703125,-0.0325708089457425,83.00204246497402,2.218759347128523,4.267649890968478,101.1376,4.580987191226275
1999-08-31,13533.86052831704,4.736823198454987,5.94,5.3,0.6400000000000006,97.64,-0.011304158256471892,22.15,0.0764374761885759,12502.805085584734,0.9870468597427795,10.063243051618208,89.7924,24.45,-0.007740922744438009,1320.4100341796875,-0.006273730443188987,83.28385818758672,2.292801794805749,4.2604422775770345,101.1936,4.5912832350037664
1999-09-30,13604.771,4.791118246732284,5.92,5.22,0.7000000000000002,97.0,-0.006576267021376535,24.54,0.1024669427916208,12616.408,0.9086194149042992,10.30939841354055,89.4299,25.41,0.03851258141119168,1282.7099609375,-0.028967323421100265,83.5511952282669,2.345981,4.233333,101.2426,4.6
1999-10-31,13691.874451930322,4.881321609446765,6.11,5.43,0.6800000000000006,96.59,-0.004235762312178297,21.79,-0.11885329032623686,12720.46161660311,0.8247483483659668,10.334172248834218,90.523,22.2,-0.13505050845383895,1362.9300537109375,0.06066183660855315,83.80895997353274,2.400285689736757,4.178110381751573,101.2928,4.598573627739167
1999-11-30,13772.033036839623,4.9238903128759,6.03,5.7,0.33000000000000007,96.8,0.002171778091326691,24.87,0.1322111088587849,12811.269151411369,0.7138698071281757,10.198613351545749,90.9618,24.18,0.08543355630841283,1388.9100341796875,0.01888245796159326,84.0451637845461,2.4801011717393413,4.115841533214969,101.3447,4.583195831908335
1999-12-31,13827.98,4.8235742707329665,6.28,5.98,0.2999999999999998,96.7,-0.0010335918232826594,25.76,0.03516064342083961,12900.875,0.6994299122874859,10.011351719275519,91.6634,24.64,0.01884529347867248,1469.25,0.05623277504510495,84.2847229997912,2.622484,4.066667,101.3804,4.55
2000-01-31,13844.022049137433,4.536754697438838,6.66,6.3,0.3600000000000003,96.52,-0.0018631617024177048,27.65,0.07080282673219078,12991.782620367547,0.7046624385365075,9.876076039683346,91.538,24.95,0.01250268353220859,1394.4599609375,-0.05224485096542008,84.5302736598163,2.839833810705291,4.049153998384564,101.3735,4.500541526520536
2000-02-29,13848.188111900161,4.277855905907613,6.52,6.2,0.3199999999999994,97.92,0.01440057800718507,30.57,0.10039340793439946,13081.299366759953,0.6890258943531569,9.856216068704704,91.8239,23.37,-0.06542067364676099,1366.4200439453125,-0.020313002436901425,84.77932509526781,3.059754556970377,4.046293892473301,101.3081,4.455549912485531
2000-03-31,13878.147,4.224744861233032,6.26,6.28,-0.020000000000000462,98.51,0.006007247103571964,26.86,-0.1293809448076517,13184.822,0.7913788251272758,9.909429572779583,92.1504,24.11,0.031173543642313,1498.5799560546875,0.09232375063667664,85.0823308549841,3.240178,4.033333,101.2119,4.43
2000-04-30,13955.615718189192,4.540873045638127,5.99,6.24,-0.25,98.97,0.004658708041011815,25.71,-0.043758169817293385,13293.829023638425,0.8267614355235597,10.057287143069459,92.6989,26.2,0.08313271857397156,1452.4300537109375,-0.03127991095339023,85.41839071139614,3.3121482937506,3.9958859006992467,101.0937,4.441281179140083
2000-05-31,14055.999287621018,5.000496544640698,6.44,6.37,0.07000000000000028,101.32,0.02346705122487461,29.03,0.12144975675874034,13408.845031482717,0.8651834444370898,10.195314923404153,92.9499,23.65,-0.10239629582910928,1420.5999755859375,-0.02215875239575553,85.77826724106407,3.3213963791279464,3.95203570959973,100.948,4.475688895947646
2000-06-30,14130.908,5.2444568111355006,6.1,6.08,0.019999999999999574,100.53,-0.007827634716145676,32.44,0.1110624512106736,13514.042,0.7845341509301607,10.181814920564003,92.9862,19.54,-0.19089946832330532,1454.5999755859375,0.02365163155843237,86.0989232694648,3.329322,3.933333,100.7837,4.51
2000-07-31,14155.065251751332,5.046883988152895,6.05,6.07,-0.020000000000000462,100.74,0.002086749900175749,27.5,-0.16520622457468645,13610.34599708167,0.7126217091945497,9.932822240771388,92.8048,20.74,0.05960055618674454,1430.8299560546875,-0.016476267193485265,86.37474792863064,3.382910778879219,3.956380700630436,100.6012,4.5293480549900105
2000-08-31,14147.954789530184,4.537465565928267,5.83,6.22,-0.3899999999999997,101.27,0.005247277026689187,33.09,0.18504511726099537,13698.557125283625,0.6481181905358735,9.563870119654583,92.5521,16.84,-0.20830719398720057,1517.6800537109375,0.05892822369153254,86.62467659305608,3.457223206877609,3.9924167017446464,100.3866,4.53388552641516
