date,us_credit_qoq_growth,us_sp500_log_ret,us_vix_log_ret,us_bond_yield_10y,us_oil_yoy,us_reer_diff,us_gdp_yoy_growth,us_cpi,us_unemployment,us_consumer_confidence,us_house_price_yoy,us_indprod_yoy
1983-09-30,,-0.009409389094161186,,11.65,,,,2.763561924257929,9.2,102.3946,0.444846891162487,6.8416393880686766
1983-12-31,,-0.00688833326984718,,11.83,,,,3.787103377686796,8.3,102.6245,0.3974627701854416,10.886183797139415
1984-03-31,,-0.035485505686492995,,12.32,,,,4.892966360856277,7.8,102.2768,-0.06665874828047924,11.828004106467693
1984-06-30,,-0.03842193869853482,,13.56,,,,4.325955734406439,7.2,101.4158,0.38840575413015,10.74527207214544
1984-09-30,,0.0809764006982909,,12.52,,,,4.2828685258964105,7.3,100.6688,1.1500841176101284,6.386728672476449
1984-12-31,,0.006839885969079059,,11.5,,,,4.043392504930954,7.3,100.3625,1.8895228995920554,4.960103266653104
1985-03-31,,0.07718689265806533,,11.86,,,,3.790087463556846,7.2,100.2146,1.7256031204640587,2.3741950892748775
1985-06-30,,0.06009701651453618,,10.16,,,,3.6644165863066513,7.4,100.1236,1.9208902372761294,0.7306797251541264
1985-09-30,,-0.0522676875126736,,10.37,,,,3.2473734479465,7.1,100.0421,2.7960220603967523,0.8154779178130456
1985-12-31,,0.14873810121693518,,9.26,,,,3.791469194312791,7.0,100.0835,3.083989011095478,1.4633539281426744
1986-03-31,,0.12286076657213071,,7.78,,,,2.153558052434445,7.2,100.1124,4.039606206675117,0.17716115650512343
1986-06-30,,0.048770242292084764,,7.8,,,,1.7674418604651132,7.2,100.0477,5.578562602070525,0.18540518149086083
1986-09-30,,-0.08101320612270654,,7.45,,,,1.757631822386685,7.0,99.90198,5.80390044239163,0.7412926803496367
1986-12-31,,0.04583788635865004,,7.11,,,,1.187214611872145,6.6,99.96808,6.3458115875231424,1.5210709724897686
1987-03-31,,0.18608596741019084,,7.25,83.60975609756099,,,2.8414298808432603,6.6,100.5561,6.414266691857073,3.54296110984762
1987-06-30,,0.0413017826846509,,8.4,57.96874999999999,,,3.7477148080438782,6.2,101.0381,5.046870240432377,5.519439713663821
1987-09-30,,0.056995712689723844,,9.42,33.46938775510206,,,4.2727272727272725,5.9,100.9086,4.228635663059088,6.686739906867412
1987-12-31,,-0.26431123585747063,,8.99,-6.636921360847747,,,4.332129963898912,5.7,100.4027,2.948329499412128,7.328838312501662
1988-03-31,,0.04669113940303854,,8.37,-9.192348565356001,,,3.832442067736186,5.7,100.3522,2.764098433478468,6.92376356971911
1988-06-30,,0.05489830422052237,,8.92,-24.8269040553907,,,3.96475770925111,5.4,100.5555,2.8573834422306765,5.741687913317128
1988-09-30,,-0.005830479204530196,,8.98,-32.05912334352702,,,4.184829991281602,5.4,100.6209,1.9218255195363687,4.043725665351872
1988-12-31,,0.021142273623012343,,9.11,2.2700119474313274,,,4.41176470588236,5.3,100.5956,1.9183815383253977,2.755857936251749
1989-03-31,,0.05992114840692535,,9.36,18.607372732592165,,,4.892703862660941,5.0,100.2788,1.140118354866826,2.1147048238211674
1989-06-30,,0.0754539575834935,,8.28,33.48684210526316,,,5.16949152542372,5.3,99.80997,0.07328153170738094,0.8371301845179868
